,Brand,Year,Model,Car/Suv,Title,UsedOrNew,Transmission,Engine,DriveType,FuelType,FuelConsumption,Kilometres,ColourExtInt,Location,CylindersinEngine,BodyType,Doors,Seats,Price
4457,Toyota,2019,Hilux,Ute / Tray,2019 Toyota Hilux Workmate,USED,Manual,2.4,Rear,Diesel,7.7,130234,White / -,"Essendon Fields, VIC",4,Ute / Tray,2,2,26980
4458,Holden,2015,Cruze,Hatchback,2015 Holden Cruze Equipe,USED,Automatic,1.8,Front,Unleaded,7.4,121211,White / -,"Slacks Creek, QLD",4,Hatchback,5,5,13990
4459,Toyota,2020,RAV4,SUV,2020 Toyota RAV4 GX 2WD Hybrid,USED,Automatic,2.5,Front,Hybrid,4.7,65139,Silver / -,"Frankston, VIC",4,SUV,5,5,48990
4460,LDV,2021,T60,Ute / Tray,2021 LDV T60 PRO (4X4),USED,Automatic,2.8,4WD,Diesel,8.5,62986,Black / Black Cloth,"Aspley, QLD",4,Ute / Tray,4,5,29990
4461,Toyota,2019,Corolla,Sedan,2019 Toyota Corolla Ascent Sport (hybrid),USED,Automatic,1.8,Front,Hybrid,3.5,23930,White / Black Cloth,"Oakleigh, VIC",4,Sedan,4,5,34516
4462,Toyota,1997,Camry,Sedan,1997 Toyota Camry CSI Getaway,USED,Automatic,2.2,Front,Unleaded,10.5,113704,Red / Grey,"Ringwood, VIC",4,Sedan,4,5,8490
4463,Holden,2012,Captiva,SUV,2012 Holden Captiva 7 CX (4X4),USED,Automatic,2.2,AWD,Diesel,8.3,104724,Silver / Black,"Tingalpa, QLD",4,SUV,4,7,12990
4464,Ford,2014,Territory,SUV,2014 Ford Territory Titanium (rwd),USED,Automatic,2.7,Rear,Diesel,8.2,159945,Silver / Black,"Hoppers Crossing, VIC",6,SUV,4,7,20990
4465,Honda,2016,Civic,Sedan,2016 Honda Civic VTI,USED,Automatic,1.8,Front,Unleaded,6.4,143400,Silver / Black,"Coorparoo, QLD",4,Sedan,4,5,15988
4466,Mitsubishi,2019,Eclipse,SUV,2019 Mitsubishi Eclipse Cross LS (2WD),USED,Automatic,1.5,Front,Unleaded,7.3,48190,White / Black Cloth,"Helensvale, QLD",4,SUV,4,5,30990
4467,Mitsubishi,2020,ASX,SUV,2020 Mitsubishi ASX Exceed (2WD),USED,Automatic,2.4,Front,Unleaded,7.9,34039,Orange / Leather,"Mornington, VIC",4,SUV,4,5,31888
4468,Audi,2013,A1,Hatchback,2013 Audi A1 1.4 Tfsi Sport,USED,Automatic,1.4,Front,Premium,5.9,45000,Black / -,"Balwyn, VIC",4,Hatchback,3,4,19990
4469,Hyundai,2019,Santa,SUV,2019 Hyundai Santa FE Active Crdi (awd),USED,Automatic,2.2,AWD,Diesel,7.5,62352,Grey / -,"Capalaba, QLD",4,SUV,4,7,37985
4470,Kia,2015,Sorento,SUV,2015 Kia Sorento SI (4X2),USED,Automatic,3.3,Front,Unleaded,9.9,112553,Silver / -,"Springwood, QLD",6,SUV,4,7,22988
4471,MG,2021,HS,SUV,2021 MG HS Core,USED,Automatic,1.5,Front,Unleaded,7.3,23129,White / -,"Essendon Fields, VIC",4,SUV,4,5,24970
4472,Toyota,2021,RAV4,SUV,2021 Toyota RAV4 Cruiser (2WD) Hybrid,USED,Automatic,2.5,Front,Hybrid,4.7,101234,White / Black,"Melbourne, VIC",4,SUV,5,5,50950
4473,Mercedes-Benz,2018,X250,Ute / Tray,2018 Mercedes-Benz X250 D Progressive (4Matic),USED,Automatic,2.3,4WD,Diesel,7.9,70936,Green / Black,"Brooklyn, VIC",4,Ute / Tray,4,5,43936
4474,Mazda,2015,3,Sedan,2015 Mazda 3 SP25,USED,Manual,2.5,Front,Unleaded,6.5,64000,White / 2015/01,"Thornbury, VIC",4,Sedan,4,5,21450
4475,Ford,2019,Escape,SUV,2019 Ford Escape Ambiente (awd),USED,Automatic,1.5,AWD,Premium,7.5,177066,White / -,"Slacks Creek, QLD",4,SUV,4,5,18999
4476,Toyota,2021,Kluger,SUV,2021 Toyota Kluger GX Hybrid AWD,USED,Automatic,2.5,AWD,Hybrid,5.6,60294,White / Black,"Nunawading, VIC",4,SUV,5,7,63990
4477,Mercedes-Benz,2013,A200,Hatchback,2013 Mercedes-Benz A200 CDI BE,USED,Automatic,1.8,Front,Diesel,4.6,129907,Black / -,"Moorooka, QLD",4,Hatchback,5,5,19995
4478,Mitsubishi,2020,Triton,Ute / Tray,2020 Mitsubishi Triton GSR (4X4),USED,Automatic,2.4,4WD,Diesel,8.6,15274,Black / Leather,"Epping, VIC",4,Ute / Tray,4,5,56705
4479,Nissan,2011,Navara,Ute / Tray,2011 Nissan Navara ST-R (4X4),USED,Manual,2.5,4WD,Diesel,9.2,241810,White / -,"South Toowoomba, QLD",4,Ute / Tray,4,5,15990
4480,Mazda,2018,CX-3,SUV,2018 Mazda CX-3 Akari (awd) (5YR),USED,Automatic,1.5,AWD,Diesel,5.1,92387,White / Black,"Pinkenba, QLD",4,SUV,4,5,29990
4481,Holden,2016,Trailblazer,SUV,2016 Holden Trailblazer LT (4X4),USED,Automatic,2.8,4WD,Diesel,9.4,96415,Red / Cloth,"Nundah, QLD",4,SUV,4,7,34990
4482,Kia,2018,Picanto,Hatchback,2018 Kia Picanto GT-Line,USED,Automatic,1.2,Front,Unleaded,5.8,9118,Grey / Grey,"Chermside, QLD",4,Hatchback,5,5,21999
4483,Toyota,2022,RAV4,SUV,2022 Toyota RAV4 Cruiser (awd) Hybrid,USED,Automatic,2.5,AWD,Hybrid,4.8,19448,White / Beige,"Keysborough, VIC",4,SUV,5,5,69970
4484,Ford,2014,Territory,SUV,2014 Ford Territory TS (rwd),USED,Automatic,2.7,Rear,Diesel,8.2,228405,Brown / -,"Eagle Farm, QLD",6,SUV,4,7,13990
4485,Mitsubishi,2023,Triton,Ralph D'Silva Mitsubishi,2023 Mitsubishi Triton GSR (4X4),DEMO,Automatic,2.4,4WD,Diesel,8.6,10,White / -,"Preston, VIC",4,Ute / Tray,4,5,65490
4486,Fiat,2015,500,Hatchback,2015 Fiat 500 POP,USED,Manual,1.2,Front,Premium,5.1,104975,Black / Cloth,"Brooklyn, VIC",4,Hatchback,3,4,10999
4487,Suzuki,2012,Swift,Hatchback,2012 Suzuki Swift GLX,USED,Manual,1.4,Front,Unleaded,5.5,239566,Black / -,"Braybrook, VIC",4,Hatchback,5,5,9788
4488,Honda,2018,CR-V,SUV,2018 Honda CR-V VTI-S (awd),USED,Automatic,1.5,AWD,Unleaded,7.4,46046,White / Black,"Oakleigh, VIC",4,SUV,4,5,32748
4489,Peugeot,2013,208,Hatchback,2013 Peugeot 208 Allure Premium,USED,Automatic,1.6,Front,Premium,6.7,93644,White / Black,"Preston, VIC",4,Hatchback,5,5,13650
4490,Toyota,2011,Tarago,Wagon,2011 Toyota Tarago Ultima V6,USED,Automatic,3.5,Front,Premium,10.3,198859,Black / Beige,"Hoppers Crossing, VIC",6,Wagon,4,7,23990
4491,Volkswagen,2015,Polo,Hatchback,2015 Volkswagen Polo 81 TSI Comfortline,USED,Automatic,1.2,Front,Premium,4.8,99210,Blue / Cloth,"Nundah, QLD",4,Hatchback,5,5,16290
4492,Mitsubishi,2005,Triton,Ute / Tray,2005 Mitsubishi Triton GL,USED,Manual,2.4,Rear,Unleaded,11.5,143159,White / Grey,"Rocklea, QLD",4,Ute / Tray,2,3,10505
4493,Nissan,2009,Murano,SUV,2009 Nissan Murano TI,USED,Automatic,3.5,4WD,Unleaded,12.3,167950,Brown / Black,"Dingley Village, VIC",6,SUV,4,5,9999
4494,Land,2015,Rover,SUV,2015 Land Rover Discovery Sport SD4 HSE,USED,Automatic,2.2,AWD,Diesel,6.1,107400,Grey / Black,"Kedron, QLD",4,SUV,4,5,31990
4495,Kia,2022,Cerato,Sedan,2022 Kia Cerato GT,USED,Automatic,1.6,Front,Unleaded,6.9,14862,White / 2022/02,"Port Melbourne, VIC",4,Sedan,4,5,39999
4496,Nissan,2012,Navara,Ute / Tray,2012 Nissan Navara ST-R (4X4),USED,Manual,2.5,4WD,Diesel,9.2,116392,White / -,"Watsonia, VIC",4,Ute / Tray,4,5,17990
4497,Mahindra,2021,PIK-UP,Ute / Tray,2021 Mahindra PIK-UP Black Edition Mhawk 4WD,USED,Manual,2.2,4WD,Diesel,8.8,9750,White / -,"Gatton, QLD",4,Ute / Tray,4,5,39990
4498,Honda,2018,HR-V,SUV,2018 Honda HR-V VTI,USED,Automatic,1.8,Front,Unleaded,6.6,32862,Blue / Black,"Essendon Fields, VIC",4,SUV,4,5,25464
4499,Hyundai,2009,Getz,Hatchback,2009 Hyundai Getz SX,USED,Automatic,1.6,Front,Unleaded,7.1,101542,Red / -,"Rocklea, QLD",4,Hatchback,5,5,7999
4500,Hyundai,2015,I30,Hatchback,2015 Hyundai I30 Active,USED,Automatic,1.8,Front,Unleaded,7.3,111589,White / Cloth,"Ipswich, QLD",4,Hatchback,5,5,17886
4501,Toyota,2018,Yaris,Hatchback,2018 Toyota Yaris Ascent,USED,Automatic,1.3,Front,Unleaded,6.4,116061,White / Black  Cloth,"West Footscray, VIC",4,Hatchback,5,5,19990
4502,Mitsubishi,2017,Triton,Ute / Tray,2017 Mitsubishi Triton GLX Plus (4X4),USED,Manual,2.4,4WD,Diesel,7.2,69390,White / Grey,"Chermside, QLD",4,Ute / Tray,4,5,32999
4503,Ford,2011,Territory,SUV,2011 Ford Territory TX (rwd),USED,Automatic,2.7,Rear,Diesel,8.2,242000,Black / Black  Cloth,"Brooklyn, VIC",6,SUV,4,5,14499
4504,Holden,2014,Colorado,Ute / Tray,2014 Holden Colorado LTZ (4X4),USED,Manual,2.8,4WD,Diesel,8.1,125747,White / -,"Slacks Creek, QLD",4,Ute / Tray,4,5,29990
4505,Suzuki,2011,Grand,SUV,2011 Suzuki Grand Vitara (4X4),USED,Automatic,2.4,4WD,Unleaded,9.9,221175,White / -,"Slacks Creek, QLD",4,SUV,4,5,13999
4506,Mazda,2012,2,Hatchback,2012 Mazda 2 Maxx,USED,Manual,1.5,Front,Unleaded,6.4,153690,Blue / -,"Alphington, VIC",4,Hatchback,5,5,8488
4507,Holden,2013,Cruze,Sedan,2013 Holden Cruze SRI V,USED,Automatic,1.6,Front,Unleaded,7.9,179237,Grey / -,"St Albans, VIC",4,Sedan,4,5,9999
4508,MG,2022,ZST,Brighton MG,2022 MG ZST Vibe,NEW,Automatic,1.5,Front,Unleaded,6.9,10,Blue / Black,"Elsternwick, VIC",4,SUV,5,5,27980
4509,Honda,2019,Accord,Sedan,2019 Honda Accord VTI-L,USED,Automatic,2.4,Front,Unleaded,8.2,53617,Black / Black,"Pinkenba, QLD",4,Sedan,4,5,37990
4510,Hyundai,2016,Imax,Wagon,2016 Hyundai Imax,USED,Automatic,2.4,Rear,Premium,10.6,199000,White / -,"Slacks Creek, QLD",4,Wagon,4,8,22900
4511,Toyota,2018,Kluger,SUV,2018 Toyota Kluger GX (4X4),USED,Automatic,3.5,AWD,Unleaded,9.5,170427,White / -,"Slacks Creek, QLD",6,SUV,4,7,37990
4512,Hyundai,2021,Santa,SUV,2021 Hyundai Santa FE Highlander MPI (2WD),USED,Automatic,3.5,Front,Unleaded,10.5,35043,White / Black,"Essendon Fields, VIC",6,SUV,4,7,58990
4513,Nissan,2020,X-Trail,SUV,2020 Nissan X-Trail ST (2WD) (5YR),USED,Automatic,2.5,Front,Unleaded,7.9,68300,Red / -,"Aspley, QLD",4,SUV,4,5,26990
4514,Kia,2020,Cerato,Sedan,2020 Kia Cerato GT Safety Pack,USED,Automatic,1.6,Front,Unleaded,6.8,35612,Red / Black,"Seaford, VIC",4,Sedan,4,5,32990
4515,Holden,2018,Equinox,SUV,2018 Holden Equinox LS (fwd),USED,Automatic,1.5,Front,Unleaded,6.9,64213,Silver / -,"Oakleigh, VIC",4,SUV,4,5,23987
4516,Suzuki,2010,Swift,Hatchback,2010 Suzuki Swift RE.4,USED,Automatic,1.5,Front,Unleaded,6.7,169100,Grey / -,"Ringwood, VIC",4,Hatchback,5,5,11999
4517,Subaru,2018,Outback,SUV,2018 Subaru Outback 2.5I Premium,USED,Automatic,2.5,AWD,Unleaded,7.3,79981,White / Black,"Cranbourne, VIC",4,SUV,4,5,35888
4518,Kia,2019,Sorento,SUV,2019 Kia Sorento GT-Line (4X4),USED,Automatic,2.2,AWD,Diesel,7.2,94671,White / Black,"Melton, VIC",4,SUV,4,7,39780
4519,Volkswagen,2010,Golf,Wagon,2010 Volkswagen Golf 118 TSI Comfortline,USED,Automatic,1.4,Front,Premium,6.3,157346,Grey / Black,"Ringwood, VIC",4,Wagon,4,5,10888
4520,Nissan,2015,X-Trail,SUV,2015 Nissan X-Trail ST-L (fwd),USED,Automatic,2.5,Front,Unleaded,7.9,214651,Silver / Black,"Brooklyn, VIC",4,SUV,4,5,17978
4521,Mercedes-Benz,2007,C220,Sedan,2007 Mercedes-Benz C220 CDI Elegance,USED,Automatic,2.1,Rear,Diesel,6.7,173121,Black / -,"Thomastown, VIC",4,Sedan,4,5,12990
4522,Honda,2013,Civic,Hatchback,2013 Honda Civic VTI-LN,USED,Automatic,1.8,Front,Premium,6.5,98984,Silver / -,"Ringwood, VIC",4,Hatchback,5,5,17888
4523,Holden,2010,Commodore,Sedan,2010 Holden Commodore SV6,USED,Automatic,3.6,Rear,Unleaded,10.1,185015,Red / -,"Ringwood, VIC",6,Sedan,4,5,15699
4524,Toyota,2017,C-HR,SUV,2017 Toyota C-HR (2WD),USED,Automatic,1.2,Front,Premium,6.4,64660,Red / Black,"Cranbourne, VIC",4,SUV,4,5,32490
4525,Hyundai,2018,Santa,SUV,2018 Hyundai Santa FE Elite Crdi Satin (awd),USED,Automatic,2.2,AWD,Diesel,7.5,108830,Silver / Black,"Pinkenba, QLD",4,SUV,4,7,35990
4526,Volkswagen,2015,Polo,Hatchback,2015 Volkswagen Polo GTI,USED,Automatic,1.8,Front,Premium,5.7,77281,Black / Cloth,"Nundah, QLD",4,Hatchback,5,5,22990
4527,Hyundai,2017,Accent,Hatchback,2017 Hyundai Accent Sport,USED,Manual,1.6,Front,Unleaded,6.3,20417,Blue / Black Cloth,"Berwick, VIC",4,Hatchback,5,5,18495
4528,Mitsubishi,2013,Triton,Ute / Tray,2013 Mitsubishi Triton GLX (4X4),USED,Automatic,2.5,4WD,Diesel,9.9,128000,White / -,"Archerfield, QLD",4,Ute / Tray,4,5,25500
4529,Ford,2015,Kuga,SUV,2015 Ford Kuga Ambiente (fwd),USED,Automatic,1.5,Front,Premium,7.2,93674,White / Black,"Upper Ferntree Gully, VIC",4,SUV,4,5,19990
4530,Mitsubishi,2016,Outlander,SUV,2016 Mitsubishi Outlander XLS (4X4),USED,Automatic,2.3,AWD,Diesel,5.8,90156,Grey / Black,"Hastings, VIC",4,SUV,4,7,29288
4531,Hyundai,2013,I30,Hatchback,2013 Hyundai I30 Active,USED,Automatic,1.8,Front,Unleaded,6.9,163958,Red / Black,"Coorparoo, QLD",4,Hatchback,5,5,13350
4532,Subaru,2008,Impreza,Hatchback,2008 Subaru Impreza WRX STI-R,USED,Manual,2.5,AWD,Premium,10.3,125823,White / -,"Kedron, QLD",4,Hatchback,5,5,33990
4533,Toyota,2021,C-HR,SUV,2021 Toyota C-HR GXL (2WD),USED,Automatic,1.2,Front,Premium,6.4,25937,Black / Black,"Hoppers Crossing, VIC",4,SUV,4,5,38990
4534,Ford,2003,Falcon,Sedan,2003 Ford Falcon XR8,USED,Automatic,5.4,Rear,Unleaded,14.5,50441,Silver / Black,"Preston, VIC",8,Sedan,4,5,24990
4535,Nissan,2019,X-Trail,SUV,2019 Nissan X-Trail ST 7 Seat (2WD) (5YR),USED,Automatic,2.5,Front,Unleaded,8.1,59825,White / -,"Chermside, QLD",4,SUV,4,7,26999
4536,Holden,2008,Astra,Hatchback,2008 Holden Astra CD,USED,Automatic,1.8,Front,Unleaded,8.2,205507,Grey / -,"Boronia, VIC",4,Hatchback,5,5,5999
4537,Holden,2017,Colorado,Ute / Tray,2017 Holden Colorado LS (4X4),USED,Automatic,2.8,4WD,Diesel,9.1,236601,White / -,"Williamstown, VIC",4,Ute / Tray,2,2,25997
4538,Toyota,2018,Camry,Sedan,2018 Toyota Camry SL,USED,Automatic,2.5,Front,Unleaded,8.3,19096,Black / Black,"Brooklyn, VIC",4,Sedan,4,5,40932
4539,Toyota,2023,Corolla,Sedan,2023 Toyota Corolla Ascent Sport + Conv PK Hybrid,USED,Automatic,1.8,Front,Hybrid,3.9,365,White / Black Cloth,"Oakleigh, VIC",4,Sedan,4,5,43487
4540,Toyota,2018,C-HR,SUV,2018 Toyota C-HR Koba (2WD),USED,Automatic,1.2,Front,Premium,5.5,59464,White / Black,"Chermside, QLD",4,SUV,4,5,32999
4541,Holden,2017,Astra,Hatchback,2017 Holden Astra R,USED,Automatic,1.4,Front,Premium,5.8,90797,Red / -,"Slacks Creek, QLD",4,Hatchback,5,5,17990
4542,Peugeot,2012,308,Convertible,2012 Peugeot 308 CC Allure Turbo,USED,Automatic,1.6,Front,Premium,8.1,168298,White / -,"Ringwood, VIC",4,Convertible,2,4,15990
4543,Honda,2017,CR-V,SUV,2017 Honda CR-V VTI-LX (awd),USED,Automatic,1.5,AWD,Unleaded,7.4,130813,Blue / Black,"Ravenhall, VIC",4,SUV,4,5,34990
4544,Holden,2016,Commodore,Wagon,2016 Holden Commodore SV6 Reserve Edition,USED,Automatic,3.6,Rear,Unleaded,9.8,176909,Black / Black,"Ringwood, VIC",6,Wagon,4,5,23999
4545,Toyota,2020,HiAce,Commercial,2020 Toyota HiAce Slwb GL (colours),USED,Automatic,2.8,Rear,Diesel,8.4,53810,White / Grey,"Pinkenba, QLD",4,Commercial,5,2,62990
4546,Mitsubishi,2016,Triton,Ute / Tray,2016 Mitsubishi Triton GLX,USED,Manual,2.4,Rear,Unleaded,10.9,193000,Silver / -,"Archerfield, QLD",4,Ute / Tray,2,2,16999
4547,Nissan,2021,X-Trail,SUV,2021 Nissan X-Trail TI (4WD),USED,Automatic,2.5,4WD,Unleaded,8.3,23301,White / -,"West Footscray, VIC",4,SUV,4,5,41990
4548,Mitsubishi,2014,Triton,Ute / Tray,2014 Mitsubishi Triton GLX (4X4),USED,Manual,2.5,4WD,Diesel,8.1,178097,- / -,"Upper Ferntree Gully, VIC",4,Ute / Tray,4,5,21999
4549,Toyota,2021,Camry,Sedan,2021 Toyota Camry Ascent + SAT NAV,USED,Automatic,2.5,Front,Premium,6.8,23257,White / Grey,"Essendon Fields, VIC",4,Sedan,4,5,35868
4550,Holden,2015,Colorado,Ute / Tray,2015 Holden Colorado LS (4X4),USED,Automatic,2.8,4WD,Diesel,9.1,206732,- / -,"Mornington, VIC",4,Ute / Tray,2,2,21999
4551,Toyota,2019,HiAce,Commercial,2019 Toyota HiAce Slwb GL Pack,USED,Automatic,2.8,Rear,Diesel,8.4,88454,White / -,"Oakleigh, VIC",4,Commercial,4,2,54950
4552,Nissan,2020,Navara,Ute / Tray,2020 Nissan Navara SL (4X4),USED,Automatic,2.3,4WD,Diesel,7.9,101812,White / -,"Gatton, QLD",4,Ute / Tray,4,5,43990
4553,Kia,2019,Stinger,Sedan,2019 Kia Stinger GT (blk LTH W Michelin Tyr),USED,Automatic,3.3,Rear,Unleaded,10.2,85098,Red / Black,"Ashmore, QLD",6,Sedan,4,5,56888
4554,Kia,2022,Picanto,Hatchback,2022 Kia Picanto S (PE),USED,Automatic,1.2,Front,Unleaded,5.8,19296,White / -,"Moorooka, QLD",4,Hatchback,5,5,19987
4555,Mazda,2019,3,Sedan,2019 Mazda 3 G25 Astina,USED,Automatic,2.5,Front,Unleaded,6.5,77769,Grey / Black Leather,"Aspley, QLD",4,Sedan,4,5,33990
4556,Holden,2013,Captiva,SUV,2013 Holden Captiva 7 LX (4X4),USED,Automatic,2.2,AWD,Diesel,8.1,167404,White / -,"Mentone, VIC",4,SUV,4,7,11900
4557,MG,2022,HS,SUV,2022 MG HS Essence Anfield Edition,USED,Automatic,1.5,Front,Unleaded,7.3,22923,Black / Black,"Elsternwick, VIC",4,SUV,4,5,35950
4558,Toyota,2019,Hilux,Ute / Tray,2019 Toyota Hilux Workmate,USED,Manual,2.7,Rear,Unleaded,11.1,51800,White / Cloth,"Capalaba, QLD",4,Ute / Tray,2,2,29888
4559,Nissan,2016,Qashqai,SUV,2016 Nissan Qashqai TL,USED,Automatic,1.6,Front,Diesel,4.9,84843,White / Black Leather,"Berwick, VIC",4,SUV,4,5,26888
4560,Suzuki,2008,Grand,SUV,2008 Suzuki Grand Vitara (4X4),USED,Automatic,2.7,4WD,Unleaded,11.5,204205,Blue / Cloth,"Nundah, QLD",6,SUV,4,5,11790
4561,Chevrolet,2022,Silverado,Ute / Tray,2022 Chevrolet Silverado 1500 LT Trail Boss,USED,Automatic,6.2,4WD,Unleaded,13.2,15562,Red / Black,"Ashmore, QLD",8,Ute / Tray,4,5,132990
4562,Toyota,2016,Corolla,Hatchback,2016 Toyota Corolla SX,USED,Automatic,1.8,Front,Unleaded,6.1,97487,White / -,"Point Cook, VIC",4,Hatchback,5,5,17999
4563,Toyota,2022,Hilux,Ute / Tray,2022 Toyota Hilux SR HI-Rider (4X2),USED,Automatic,2.8,Rear,Diesel,7.5,12400,Blue / 2022/07,"Albion, QLD",4,Ute / Tray,4,5,48950
4564,Kia,2022,Cerato,Hatchback,2022 Kia Cerato GT,USED,Automatic,1.6,Front,Unleaded,6.8,22857,Black / -,"Morningside, QLD",4,Hatchback,5,5,37290
4565,Ford,2012,Fiesta,Hatchback,2012 Ford Fiesta Zetec,USED,Manual,1.6,Front,Diesel,4.4,129245,Silver / Black,"Brooklyn, VIC",4,Hatchback,5,5,9798
4566,Renault,2017,Trafic,Commercial,2017 Renault Trafic SWB,USED,Manual,1.6,Front,Diesel,6.2,151295,Green / Grey,"Moorooka, QLD",4,Commercial,4,3,28990
4567,Honda,2020,HR-V,SUV,2020 Honda HR-V +luxe,USED,Automatic,1.8,Front,Unleaded,6.9,63332,Grey / Cloth,"Toowoomba City, QLD",4,SUV,4,5,29995
4568,Nissan,2021,X-Trail,SUV,2021 Nissan X-Trail ST (2WD),USED,Automatic,2.5,Front,Unleaded,7.9,41719,Grey / Grey,"Hoppers Crossing, VIC",4,SUV,4,5,34990
4569,Suzuki,2021,Vitara,SUV,2021 Suzuki Vitara 1.6L,USED,Automatic,1.6,Front,Unleaded,6.2,54581,White / Black  Cloth,"Toowoomba, QLD",4,SUV,4,5,24990
4570,Ford,2019,Escape,SUV,2019 Ford Escape Ambiente (fwd),USED,Manual,1.5,Front,Premium,6.3,24559,White / Grey,"Chermside, QLD",4,SUV,4,5,24999
4571,Mazda,2014,2,Hatchback,2014 Mazda 2 Maxx Sport,USED,Automatic,1.5,Front,Unleaded,6.8,320734,Red / Black,"Ringwood, VIC",4,Hatchback,5,5,7490
4572,Subaru,2018,Outback,SUV,2018 Subaru Outback 2.5I Premium,USED,Automatic,2.5,AWD,Unleaded,7.3,21419,Red / Grey,"Swan Hill, VIC",4,SUV,4,5,39880
4573,Mazda,2022,CX-5,SUV,2022 Mazda CX-5 Akera Turbo (awd),USED,Automatic,2.5,AWD,Unleaded,8.2,11342,Grey / Brown,"Brighton, VIC",4,SUV,4,5,56990
4574,Mitsubishi,2016,Outlander,SUV,2016 Mitsubishi Outlander Exceed (4X4),USED,Automatic,2.4,AWD,Unleaded,7.5,76522,Silver / Black,"Southbank, VIC",4,SUV,4,7,29990
4575,Kia,2021,Picanto,Hatchback,2021 Kia Picanto S (PE),USED,Automatic,1.2,Front,Unleaded,5.8,24962,White / -,"Essendon Fields, VIC",4,Hatchback,5,5,19868
4576,Fiat,2013,Freemont,SUV,2013 Fiat Freemont,USED,Automatic,2.4,Front,Unleaded,9.8,204242,Black / Grey,"West Footscray, VIC",4,SUV,4,5,11999
4577,Suzuki,2022,Vitara,Q Suzuki - New,2022 Suzuki Vitara 1.6L,DEMO,Manual,1.6,Front,Unleaded,5.8,10279,White / -,"Springwood, QLD",4,SUV,4,5,30990
4578,Mitsubishi,2019,ASX,SUV,2019 Mitsubishi ASX GSR (2WD),USED,Automatic,2.4,Front,Unleaded,7.9,20805,White / -,"Hoppers Crossing, VIC",4,SUV,4,5,35990
4579,Subaru,2019,Outback,SUV,2019 Subaru Outback 3.6R,USED,Automatic,3.6,AWD,Unleaded,9.9,64933,Black / -,"Mount Gravatt, QLD",6,SUV,4,5,38990
4580,Renault,2012,Koleos,SUV,2012 Renault Koleos Expression (4X2),USED,Automatic,2.5,Front,Premium,9.3,182000,White / -,"Coburg North, VIC",4,SUV,4,5,8990
4581,MG,2021,ZST,SUV,2021 MG ZST Core,USED,Automatic,1.5,Front,Unleaded,6.9,17670,White / Black,"Kedron, QLD",4,SUV,5,5,25990
4582,Hyundai,2018,Accent,Sedan,2018 Hyundai Accent Sport,USED,Automatic,1.6,Front,Unleaded,6.6,94979,White / Grey,"Deer Park, VIC",4,Sedan,4,5,20990
4583,Ford,2019,Ranger,Ute / Tray,2019 Ford Ranger XLT 3.2 (4X4),USED,Manual,3.2,4WD,Diesel,8.4,28074,White / Black,"Pinkenba, QLD",5,Ute / Tray,4,5,49990
4584,Holden,2015,Calais,Sedan,2015 Holden Calais V,USED,Automatic,3.6,Rear,Unleaded,9.5,102440,White / Black,"Hoppers Crossing, VIC",6,Sedan,4,5,28888
4585,Nissan,2014,Qashqai,SUV,2014 Nissan Qashqai TS,USED,Automatic,1.6,Front,Diesel,4.9,118729,Black / Black,"Mordialloc, VIC",4,SUV,4,5,18999
4586,Holden,2018,Colorado,Ute / Tray,2018 Holden Colorado LTZ (4X4),USED,Automatic,2.8,4WD,Diesel,9.1,91744,White / Black,"Hendra, QLD",4,Ute / Tray,4,5,41991
4587,Nissan,2020,X-Trail,SUV,2020 Nissan X-Trail ST 7 Seat (2WD),USED,Automatic,2.5,Front,Unleaded,8.1,50413,Blue / -,"Kedron, QLD",4,SUV,4,7,26998
4588,Subaru,2021,Outback,SUV,2021 Subaru Outback AWD Touring,USED,Automatic,2.5,AWD,Unleaded,7.3,25975,Blue / Black,"Pinkenba, QLD",4,SUV,4,5,46490
4589,Toyota,2021,RAV4,SUV,2021 Toyota RAV4 Edge (awd),USED,Automatic,2.5,AWD,Unleaded,6.7,29898,Red / Black,"Toowoomba City, QLD",4,SUV,5,5,59900
4590,Toyota,2019,RAV4,SUV,2019 Toyota RAV4 Cruiser 2WD Hybrid,USED,Automatic,2.5,Front,Hybrid,4.7,41266,Silver / Black Leather,"Berwick, VIC",4,SUV,5,5,53999
4591,Subaru,2019,Forester,SUV,2019 Subaru Forester 2.5I-L (awd),USED,Automatic,2.5,AWD,Unleaded,7.4,36125,Silver / Black,"Brooklyn, VIC",4,SUV,4,5,36987
4592,Mazda,2016,CX-9,SUV,2016 Mazda CX-9 GT (fwd),USED,Automatic,2.5,Front,Unleaded,8.4,168034,White / -,"Toowoomba, QLD",4,SUV,4,7,33990
4593,Hyundai,2004,Getz,Hatchback,2004 Hyundai Getz GL,USED,Automatic,1.5,Front,Unleaded,7.8,217362,- / -,"Ringwood, VIC",4,Hatchback,3,5,6888
4594,Toyota,2012,Landcruiser,Ute / Tray,2012 Toyota Landcruiser Workmate (4X4),USED,Manual,4.5,4WD,Diesel,11.5,288950,White / Grey,"Ferntree Gully, VIC",8,Ute / Tray,2,3,42999
4595,Volkswagen,2014,Golf,Hatchback,2014 Volkswagen Golf 90 TSI,USED,Automatic,1.4,Front,Premium,5.4,101565,White / Black,"Hendra, QLD",4,Hatchback,5,5,14812
4596,Nissan,2015,Pathfinder,SUV,2015 Nissan Pathfinder ST (4X2),USED,Automatic,3.5,Front,Premium,9.9,89000,White / -,"Essendon Fields, VIC",6,SUV,4,7,23868
